standardized_filename,original_stem,species,bird,display_name,call_type,n_calls,recording_id,date,location,environment_class,stimulus_only,sex,age_years,social_group,session_known,kind,rel_audio_path,aviary,birth_year,sibling_group
aa_acorn_contact_240429-598_03.wav,acorn_12_elevator_240429_0598,aa,acorn,Acorn,contact,1,240429-598,2024-04-29,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_12_elevator_240429_0598.wav,Aviary 3,2013,family_1
aa_acorn_contact_240430-618_01.wav,acorn_13_elevator_240430_0618,aa,acorn,Acorn,contact,1,240430-618,2024-04-30,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_13_elevator_240430_0618.wav,Aviary 3,2013,family_1
aa_acorn_contact_240511-667_01.wav,acorn_14_elevator_240511_0667,aa,acorn,Acorn,contact,1,240511-667,2024-05-11,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_14_elevator_240511_0667.wav,Aviary 3,2013,family_1
aa_acorn_contact_240511-668_01.wav,acorn_15_elevator_240511_0668,aa,acorn,Acorn,contact,1,240511-668,2024-05-11,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_15_elevator_240511_0668.wav,Aviary 3,2013,family_1
aa_acorn_contact_240511-668_02.wav,acorn_16_elevator_240511_0668,aa,acorn,Acorn,contact,1,240511-668,2024-05-11,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_16_elevator_240511_0668.wav,Aviary 3,2013,family_1
aa_acorn_contact_240511-668_03.wav,acorn_17_elevator_240511_0668,aa,acorn,Acorn,contact,1,240511-668,2024-05-11,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_17_elevator_240511_0668.wav,Aviary 3,2013,family_1
aa_acorn_contact_240511-669_01.wav,acorn_18_elevator_240511_0669,aa,acorn,Acorn,contact,1,240511-669,2024-05-11,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_18_elevator_240511_0669.wav,Aviary 3,2013,family_1
aa_acorn_contact_240511-670_01.wav,acorn_19_elevator_240511_0670,aa,acorn,Acorn,contact,1,240511-670,2024-05-11,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_19_elevator_240511_0670.wav,Aviary 3,2013,family_1
aa_acorn_contact_240512-685_01.wav,acorn_20_elevator_240512_0685,aa,acorn,Acorn,contact,1,240512-685,2024-05-12,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_20_elevator_240512_0685.wav,Aviary 3,2013,family_1
aa_acorn_contact_240512-685_02.wav,acorn_21_elevator_240512_0685,aa,acorn,Acorn,contact,1,240512-685,2024-05-12,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_21_elevator_240512_0685.wav,Aviary 3,2013,family_1
aa_acorn_contact_240512-685_03.wav,acorn_22_elevator_240512_0685,aa,acorn,Acorn,contact,1,240512-685,2024-05-12,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_22_elevator_240512_0685.wav,Aviary 3,2013,family_1
aa_acorn_contact_240512-686_01.wav,acorn_23_elevator_240512_0686,aa,acorn,Acorn,contact,1,240512-686,2024-05-12,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_23_elevator_240512_0686.wav,Aviary 3,2013,family_1
aa_acorn_contact_240515-729_01.wav,acorn_24_elevator_240515_0729,aa,acorn,Acorn,contact,1,240515-729,2024-05-15,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_24_elevator_240515_0729.wav,Aviary 3,2013,family_1
aa_acorn_contact_240519-792_01.wav,acorn_25_elevator_240519_0792,aa,acorn,Acorn,contact,1,240519-792,2024-05-19,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_25_elevator_240519_0792.wav,Aviary 3,2013,family_1
aa_acorn_contact_240519-794_01.wav,acorn_26_elevator_240519_0794,aa,acorn,Acorn,contact,1,240519-794,2024-05-19,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_26_elevator_240519_0794.wav,Aviary 3,2013,family_1
aa_acorn_contact_240521-0830_01.wav,acorn_59_elevator_240521_0830,aa,acorn,Acorn,contact,1,240521-0830,2024-05-21,NA,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_59_elevator_240521_0830.wav,Aviary 3,2013,family_1
aa_acorn_contact_240521-832_01.wav,acorn_27_elevator_240521_0832,aa,acorn,Acorn,contact,1,240521-832,2024-05-21,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_27_elevator_240521_0832.wav,Aviary 3,2013,family_1
aa_acorn_contact_240523-867_01.wav,acorn_28_elevator_240523_0867,aa,acorn,Acorn,contact,1,240523-867,2024-05-23,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_28_elevator_240523_0867.wav,Aviary 3,2013,family_1
aa_acorn_contact_240523-867_02.wav,acorn_29_elevator_240523_0867,aa,acorn,Acorn,contact,1,240523-867,2024-05-23,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_29_elevator_240523_0867.wav,Aviary 3,2013,family_1
aa_acorn_contact_240524-0892_01.wav,acorn_60_elevator_240524_0892,aa,acorn,Acorn,contact,1,240524-0892,2024-05-24,NA,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_60_elevator_240524_0892.wav,Aviary 3,2013,family_1
aa_acorn_contact_240524-893_01.wav,acorn_30_elevator_240524_0893,aa,acorn,Acorn,contact,1,240524-893,2024-05-24,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_30_elevator_240524_0893.wav,Aviary 3,2013,family_1
aa_acorn_contact_240529-926_01.wav,acorn_31_elevator_240529_0926,aa,acorn,Acorn,contact,1,240529-926,2024-05-29,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_31_elevator_240529_0926.wav,Aviary 3,2013,family_1
aa_acorn_contact_240529-927_01.wav,acorn_32_elevator_240529_0927,aa,acorn,Acorn,contact,1,240529-927,2024-05-29,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_32_elevator_240529_0927.wav,Aviary 3,2013,family_1
aa_acorn_contact_240602-967_01.wav,acorn_33_elevator_240602_0967,aa,acorn,Acorn,contact,1,240602-967,2024-06-02,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_33_elevator_240602_0967.wav,Aviary 3,2013,family_1
aa_acorn_contact_240602-967_02.wav,acorn_34_elevator_240602_0967,aa,acorn,Acorn,contact,1,240602-967,2024-06-02,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_34_elevator_240602_0967.wav,Aviary 3,2013,family_1
aa_acorn_contact_240602-968_01.wav,acorn_35_elevator_240602_0968,aa,acorn,Acorn,contact,1,240602-968,2024-06-02,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_35_elevator_240602_0968.wav,Aviary 3,2013,family_1
aa_acorn_contact_240603-0980_01.wav,acorn_58_elevator_240603_0980,aa,acorn,Acorn,contact,1,240603-0980,2024-06-03,NA,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_58_elevator_240603_0980.wav,Aviary 3,2013,family_1
aa_acorn_contact_240603-979_01.wav,acorn_36_elevator_240603_0979,aa,acorn,Acorn,contact,1,240603-979,2024-06-03,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_36_elevator_240603_0979.wav,Aviary 3,2013,family_1
aa_acorn_contact_240603-979_02.wav,acorn_37_elevator_240603_0979,aa,acorn,Acorn,contact,1,240603-979,2024-06-03,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_37_elevator_240603_0979.wav,Aviary 3,2013,family_1
aa_acorn_contact_240603-981_01.wav,acorn_38_elevator_240603_0981,aa,acorn,Acorn,contact,1,240603-981,2024-06-03,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_38_elevator_240603_0981.wav,Aviary 3,2013,family_1
aa_acorn_contact_240607-1010_01.wav,acorn_39_elevator_240607_1010,aa,acorn,Acorn,contact,1,240607-1010,2024-06-07,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_39_elevator_240607_1010.wav,Aviary 3,2013,family_1
aa_acorn_contact_240607-1010_02.wav,acorn_40_elevator_240607_1010,aa,acorn,Acorn,contact,1,240607-1010,2024-06-07,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_40_elevator_240607_1010.wav,Aviary 3,2013,family_1
aa_acorn_contact_240607-1010_03.wav,acorn_41_elevator_240607_1010,aa,acorn,Acorn,contact,1,240607-1010,2024-06-07,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_41_elevator_240607_1010.wav,Aviary 3,2013,family_1
aa_acorn_contact_240607-1011_01.wav,acorn_42_elevator_240607_1011,aa,acorn,Acorn,contact,1,240607-1011,2024-06-07,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_42_elevator_240607_1011.wav,Aviary 3,2013,family_1
aa_acorn_contact_240608-1015_01.wav,acorn_43_elevator_240608_1015,aa,acorn,Acorn,contact,1,240608-1015,2024-06-08,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_43_elevator_240608_1015.wav,Aviary 3,2013,family_1
aa_acorn_contact_240613-1059_01.wav,acorn_44_elevator_240613_1059,aa,acorn,Acorn,contact,1,240613-1059,2024-06-13,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_44_elevator_240613_1059.wav,Aviary 3,2013,family_1
aa_acorn_contact_240613-1059_02.wav,acorn_45_elevator_240613_1059,aa,acorn,Acorn,contact,1,240613-1059,2024-06-13,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_45_elevator_240613_1059.wav,Aviary 3,2013,family_1
aa_acorn_contact_240613-1059_03.wav,acorn_46_elevator_240613_1059,aa,acorn,Acorn,contact,1,240613-1059,2024-06-13,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_46_elevator_240613_1059.wav,Aviary 3,2013,family_1
aa_acorn_contact_240613-1059_04.wav,acorn_47_elevator_240613_1059,aa,acorn,Acorn,contact,1,240613-1059,2024-06-13,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_47_elevator_240613_1059.wav,Aviary 3,2013,family_1
aa_acorn_contact_240613-1059_05.wav,acorn_48_elevator_240613_1059,aa,acorn,Acorn,contact,1,240613-1059,2024-06-13,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_48_elevator_240613_1059.wav,Aviary 3,2013,family_1
aa_acorn_contact_240613-1059_06.wav,acorn_49_elevator_240613_1059,aa,acorn,Acorn,contact,1,240613-1059,2024-06-13,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_49_elevator_240613_1059.wav,Aviary 3,2013,family_1
aa_acorn_contact_240613-1061_01.wav,acorn_50_elevator_240613_1061,aa,acorn,Acorn,contact,1,240613-1061,2024-06-13,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_50_elevator_240613_1061.wav,Aviary 3,2013,family_1
aa_acorn_contact_240614-1069_01.wav,acorn_51_elevator_240614_1069,aa,acorn,Acorn,contact,1,240614-1069,2024-06-14,NA,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_51_elevator_240614_1069.wav,Aviary 3,2013,family_1
aa_acorn_contact_240615-1080_01.wav,acorn_52_elevator_240615_1080,aa,acorn,Acorn,contact,1,240615-1080,2024-06-15,NA,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_52_elevator_240615_1080.wav,Aviary 3,2013,family_1
aa_acorn_contact_240621-1121_01.wav,acorn_53_elevator_240621_1121,aa,acorn,Acorn,contact,1,240621-1121,2024-06-21,NA,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_53_elevator_240621_1121.wav,Aviary 3,2013,family_1
aa_acorn_contact_240621-1121_02.wav,acorn_54_elevator_240621_1121,aa,acorn,Acorn,contact,1,240621-1121,2024-06-21,NA,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_54_elevator_240621_1121.wav,Aviary 3,2013,family_1
aa_acorn_contact_240621-1121_03.wav,acorn_55_elevator_240621_1121,aa,acorn,Acorn,contact,1,240621-1121,2024-06-21,NA,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_55_elevator_240621_1121.wav,Aviary 3,2013,family_1
aa_acorn_contact_240621-1121_04.wav,acorn_56_elevator_240621_1121,aa,acorn,Acorn,contact,1,240621-1121,2024-06-21,NA,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/acorn_56_elevator_240621_1121.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240426-579_01.wav,acorn_triple_1_240426_0579,aa,acorn,Acorn,contactseq,3,240426-579,2024-04-26,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_triple_1_240426_0579.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240509-632_01.wav,acorn_double_1_240509_0632,aa,acorn,Acorn,contactseq,2,240509-632,2024-05-09,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_1_240509_0632.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240509-632_02.wav,acorn_double_2_240509_0632,aa,acorn,Acorn,contactseq,2,240509-632,2024-05-09,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_2_240509_0632.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240509-632_03.wav,acorn_quadruple_240509_0632,aa,acorn,Acorn,contactseq,4,240509-632,2024-05-09,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_quadruple_240509_0632.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240509-632_04.wav,acorn_quadruple_2_240509_0632,aa,acorn,Acorn,contactseq,4,240509-632,2024-05-09,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_quadruple_2_240509_0632.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240509-632_05.wav,acorn_quadruple_3_240509_0632,aa,acorn,Acorn,contactseq,4,240509-632,2024-05-09,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_quadruple_3_240509_0632.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240509-632_06.wav,acorn_quadruple_4_240509_0632,aa,acorn,Acorn,contactseq,4,240509-632,2024-05-09,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_quadruple_4_240509_0632.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240511-669_01.wav,acorn_double_3_240511_0669,aa,acorn,Acorn,contactseq,2,240511-669,2024-05-11,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_3_240511_0669.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240512-685_01.wav,acorn_double_4_240512_0685,aa,acorn,Acorn,contactseq,2,240512-685,2024-05-12,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_4_240512_0685.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240515-730_01.wav,acorn_double_up_1_240515_0730,aa,acorn,Acorn,contactseq,2,240515-730,2024-05-15,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_up_1_240515_0730.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240515-730_02.wav,acorn_double_up_2_240515_0730,aa,acorn,Acorn,contactseq,2,240515-730,2024-05-15,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_up_2_240515_0730.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240515-730_03.wav,acorn_upstairs_eightuple_240515_0730,aa,acorn,Acorn,contactseq,8,240515-730,2024-05-15,upstairs,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_upstairs_eightuple_240515_0730.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240517-776_01.wav,acorn_double_5_240517_0776,aa,acorn,Acorn,contactseq,2,240517-776,2024-05-17,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_5_240517_0776.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240517-776_02.wav,acorn_double_6_240517_0776,aa,acorn,Acorn,contactseq,2,240517-776,2024-05-17,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_6_240517_0776.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240517-777_01.wav,acorn_upstaris_240517_0777,aa,acorn,Acorn,contactseq,2,240517-777,2024-05-17,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_upstaris_240517_0777.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240517-778_01.wav,acorn_double_7_240517_0778,aa,acorn,Acorn,contactseq,2,240517-778,2024-05-17,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_7_240517_0778.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240519-792_01.wav,acorn_double_8_240519_0792,aa,acorn,Acorn,contactseq,2,240519-792,2024-05-19,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_8_240519_0792.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240519-793_01.wav,acorn_triple_1_upstairs_240519_0793,aa,acorn,Acorn,contactseq,3,240519-793,2024-05-19,upstairs,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_triple_1_upstairs_240519_0793.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240521-830_01.wav,acorn_double_up_3_240521_0830,aa,acorn,Acorn,contactseq,2,240521-830,2024-05-21,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_up_3_240521_0830.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240529-926_01.wav,acorn_double_9_240529_0926,aa,acorn,Acorn,contactseq,2,240529-926,2024-05-29,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_9_240529_0926.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240603-979_01.wav,acorn_double_5_240603_0979,aa,acorn,Acorn,contactseq,2,240603-979,2024-06-03,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_5_240603_0979.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240603-980_01.wav,acorn_quadruple_6_240603_0980,aa,acorn,Acorn,contactseq,4,240603-980,2024-06-03,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_quadruple_6_240603_0980.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240603-980_02.wav,acorn_septuple_1_240603_0980,aa,acorn,Acorn,contactseq,7,240603-980,2024-06-03,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_septuple_1_240603_0980.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240607-1010_01.wav,acorn_double_10_240607_1010,aa,acorn,Acorn,contactseq,2,240607-1010,2024-06-07,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_10_240607_1010.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240607-1010_02.wav,acorn_double_11_240607_1010,aa,acorn,Acorn,contactseq,2,240607-1010,2024-06-07,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_11_240607_1010.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240607-1010_03.wav,acorn_double_12_240607_1010,aa,acorn,Acorn,contactseq,2,240607-1010,2024-06-07,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_12_240607_1010.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240607-1010_04.wav,acorn_triple_2_240607_1010,aa,acorn,Acorn,contactseq,3,240607-1010,2024-06-07,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_triple_2_240607_1010.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240607-1011_01.wav,acorn_double_13_240607_1011,aa,acorn,Acorn,contactseq,2,240607-1011,2024-06-07,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_13_240607_1011.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240607-1011_02.wav,acorn_double_14_240607_1011,aa,acorn,Acorn,contactseq,2,240607-1011,2024-06-07,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_14_240607_1011.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240607-1011_03.wav,acorn_double_15_240607_1011,aa,acorn,Acorn,contactseq,2,240607-1011,2024-06-07,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_15_240607_1011.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240608-1015_01.wav,acorn_double_16_240608_1015,aa,acorn,Acorn,contactseq,2,240608-1015,2024-06-08,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_16_240608_1015.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240610-1037_01.wav,acorn_double_17_240610_1037,aa,acorn,Acorn,contactseq,2,240610-1037,2024-06-10,,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_double_17_240610_1037.wav,Aviary 3,2013,family_1
aa_acorn_contactseq_240612-1049_01.wav,acorn_44_elevator_240612_1049,aa,acorn,Acorn,contactseq,3,240612-1049,2024-06-12,elevator,captive_facility,NA,F,NA,NA,1,repeated,data/aa/all_calls/repeated/acorn_44_elevator_240612_1049.wav,Aviary 3,2013,family_1
aa_alba_contact_240424-553_01.wav,alba_1_elevator_240424_0553,aa,alba,Alba,contact,1,240424-553,2024-04-24,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/alba_1_elevator_240424_0553.wav,Aviary 3,2014,family_1
aa_alba_contact_240424-553_02.wav,alba_2_elevator_240424_0553,aa,alba,Alba,contact,1,240424-553,2024-04-24,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/alba_2_elevator_240424_0553.wav,Aviary 3,2014,family_1
aa_alba_contact_240424-553_03.wav,alba_3_elevator_240424_0553,aa,alba,Alba,contact,1,240424-553,2024-04-24,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/alba_3_elevator_240424_0553.wav,Aviary 3,2014,family_1
aa_alba_contact_240429-611_01.wav,alba_4_elevator_240429_0611,aa,alba,Alba,contact,1,240429-611,2024-04-29,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/alba_4_elevator_240429_0611.wav,Aviary 3,2014,family_1
aa_alba_contact_240429-611_02.wav,alba_5_elevator_240429_0611,aa,alba,Alba,contact,1,240429-611,2024-04-29,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/alba_5_elevator_240429_0611.wav,Aviary 3,2014,family_1
aa_alba_contact_240429-611_03.wav,alba_6_elevator_240429_0611,aa,alba,Alba,contact,1,240429-611,2024-04-29,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/alba_6_elevator_240429_0611.wav,Aviary 3,2014,family_1
aa_alba_contact_240429-611_04.wav,alba_7_elevator_240429_0611,aa,alba,Alba,contact,1,240429-611,2024-04-29,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/alba_7_elevator_240429_0611.wav,Aviary 3,2014,family_1
aa_alba_contact_240429-611_05.wav,alba_8_elevator_240429_0611,aa,alba,Alba,contact,1,240429-611,2024-04-29,elevator,captive_facility,NA,F,NA,NA,1,single,data/aa/all_calls/single/alba_8_elevator_240429_0611.wav,Aviary 3,2014,family_1
